Temp (c), Acc
(27)	(0.05, 0.17, 9.41)	(-15.5625, -92.0625, 22.875)	(0.0, -0.003272492347489368, 0.007635815477475192)	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 0.0)	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0)	(2,	0,	0,	0)	(1700330763.6677868)	(
(27)	(0.02, 0.17, 9.43)	(-15.5625, -92.0625, 22.875)	(-0.002181661564992912, 0.002181661564992912, 0.0)	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 0.0)	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0)	(0,	0,	0,	0)	(1700330763.701409)	(
(27)	(0.07, 0.17, 9.43)	(-15.5625, -92.0625, 22.875)	(0.0, -0.001090830782496456, -0.001090830782496456)	(0.0, 0.0, 0.0)	(1.0, 0.0, 0.0, 0.0)	(0.05, 0.16, -0.37)	(0.0, 0.0, 9.8)	(2,	0,	0,	0)	(1700330763.7317066)	(
(27)	(0.05, 0.19, 9.49)	(-15.5625, -91.75, 22.875)	(-0.002181661564992912, 0.001090830782496456, 0.0)	(0.0, 0.3125, -1.0625)	(0.99993896484375, 0.0096435546875, -0.00311279296875, 0.0)	(0.0, -0.01, -0.37)	(0.06, 0.18, 9.8)	(2,	0,	0,	0)	(1700330763.7596786)	(
(27)	(0.06, 0.17, 9.41)	(-15.5625, -91.75, 22.875)	(-0.001090830782496456, -0.004363323129985824, -0.001090830782496456)	(0.0, 0.3125, -1.0625)	(0.99993896484375, 0.0096435546875, -0.00311279296875, 0.0)	(-0.01, 0.0, -0.37)	(0.06, 0.18, 9.8)	(0,	0,	0,	0)	(1700330763.7873433)	(
(27)	(0.02, 0.21, 9.46)	(-15.875, -91.75, 22.5)	(0.0, -0.003272492347489368, 0.001090830782496456)	(0.0, 0.3125, -1.0625)	(0.99993896484375, 0.0096435546875, -0.00311279296875, 0.0)	(0.0, 0.0, -0.35000000000000003)	(0.06, 0.18, 9.8)	(0,	0,	0,	0)	(1700330763.8160512)	(
(27)	(0.02, 0.17, 9.48)	(-15.875, -91.75, 22.5)	(0.001090830782496456, -0.001090830782496456, -0.002181661564992912)	(0.0, 0.3125, -1.0625)	(0.99993896484375, 0.0096435546875, -0.00311279296875, 0.0)	(-0.01, 0.02, -0.35000000000000003)	(0.06, 0.18, 9.8)	(2,	0,	0,	0)	(1700330763.846943)	(
(27)	(0.03, 0.2, 9.450000000000001)	(-15.5625, -91.75, 22.0625)	(-0.001090830782496456, -0.002181661564992912, -0.002181661564992912)	(0.0, 0.3125, -1.0625)	(0.99993896484375, 0.0096435546875, -0.00311279296875, 0.0)	(0.0, 0.0, -0.35000000000000003)	(0.06, 0.18, 9.8)	(0,	0,	0,	0)	(1700330763.8762329)	(
(27)	(0.07, 0.18, 9.44)	(-15.875, -91.375, 22.875)	(-0.001090830782496456, 0.0, -0.001090830782496456)	(0.0, 0.3125, -1.0625)	(0.99993896484375, 0.0096435546875, -0.00311279296875, 0.0)	(-0.01, 0.0, -0.35000000000000003)	(0.06, 0.18, 9.8)	(2,	0,	0,	0)	(1700330763.9084988)	(
(27)	(0.04, 0.18, 9.450000000000001)	(-15.875, -91.375, 22.875)	(-0.001090830782496456, -0.003272492347489368, -0.004363323129985824)	(0.0, 0.3125, -1.0625)	(0.99993896484375, 0.0096435546875, -0.00311279296875, 0.0)	(-0.02, -0.02, -0.35000000000000003)	(0.06, 0.18, 9.8)	(0,	0,	0,	0)	(1700330763.9387517)	(
(27)	(0.04, 0.16, 9.450000000000001)	(-14.5, -91.375, 23.25)	(0.002181661564992912, -0.00545415391248228, -0.002181661564992912)	(0.0, 0.3125, -1.0625)	(0.99993896484375, 0.0096435546875, -0.00311279296875, 0.0)	(-0.02, 0.01, -0.33)	(0.06, 0.18, 9.8)	(0,	0,	0,	0)	(1700330928.569182)	(
(27)	(0.06, 0.18, 9.46)	(-14.5, -91.375, 23.25)	(-0.003272492347489368, 0.0, -0.003272492347489368)	(0.0, 0.3125, -1.0625)	(0.99993896484375, 0.0096435546875, -0.00311279296875, 0.0)	(0.0, -0.01, -0.34)	(0.06, 0.18, 9.8)	(0,	0,	0,	0)	(1700330928.6020086)	(
