Temp (c), Acc
(-99)	(-3.1, -3.17, 8.58)	(-53.25, -13.0625, -21.0625)	(-0.001090830782496456, 0.00545415391248228, 0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.04, 0.02, -0.08)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.12, -3.16, 8.61)	(-53.25, -13.0625, -21.0625)	(0.004363323129985824, 0.004363323129985824, 0.0)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.01, 0.02, -0.09)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(29)	(-3.11, -3.18, 8.58)	(-52.875, -13.375, -20.75)	(-0.001090830782496456, -0.003272492347489368, 0.003272492347489368)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.04, 0.01, -0.09)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.11, -3.17, 8.59)	(-52.25, -13.0625, -20.75)	(0.002181661564992912, 0.002181661564992912, 0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.04, 0.05, -0.11)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.12, -3.18, 8.57)	(-52.5625, -13.0625, -20.75)	(0.004363323129985824, -0.004363323129985824, 0.0)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.01, 0.02, -0.09)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.12, -3.18, 8.59)	(-52.875, -13.75, -21.0625)	(0.003272492347489368, -0.001090830782496456, 0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.06, 0.04, -0.12)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(29)	(-3.1, -3.17, 8.61)	(-51.875, -13.375, -21.5)	(0.003272492347489368, 0.003272492347489368, -0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.02, 0.01, -0.09)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.11, -3.18, 8.61)	(-53.6875, -13.0625, -19.875)	(-0.001090830782496456, 0.0, 0.00545415391248228)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.03, 0.04, -0.11)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(29)	(-3.12, -3.16, 8.61)	(-52.875, -13.0625, -21.0625)	(0.0, 0.003272492347489368, 0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.03, 0.02, -0.12)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.14, -3.16, 8.59)	(-53.25, -13.0625, -22.25)	(0.001090830782496456, 0.0, 0.003272492347489368)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.04, 0.03, -0.11)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.14, -3.17, 8.59)	(-53.25, -13.0625, -22.25)	(-0.002181661564992912, 0.002181661564992912, 0.004363323129985824)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.02, 0.03, -0.1)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.16, -3.18, 8.700000000000001)	(-52.5625, -13.375, -20.25)	(0.002181661564992912, -0.00545415391248228, -0.003272492347489368)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.01, -0.01, 0.0)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.14, -3.21, 8.68)	(-52.875, -13.0625, -22.25)	(0.002181661564992912, -0.004363323129985824, -0.002181661564992912)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.0, -0.02)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.14, -3.2, 8.67)	(-52.875, -12.75, -20.75)	(0.001090830782496456, -0.001090830782496456, -0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.01, -0.01)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.15, -3.2, 8.66)	(-54.375, -13.375, -21.5)	(0.002181661564992912, 0.001090830782496456, -0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, -0.02, -0.03)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.15, -3.22, 8.66)	(-52.875, -12.75, -21.5)	(-0.003272492347489368, 0.001090830782496456, 0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.0, -0.04)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(29)	(-3.13, -3.22, 8.700000000000001)	(-52.5625, -14.1875, -20.75)	(0.0, -0.003272492347489368, 0.003272492347489368)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.02, 0.0)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.14, -3.21, 8.700000000000001)	(-52.5625, -12.75, -21.5)	(0.0, -0.001090830782496456, 0.003272492347489368)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.02, -0.03)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(29)	(-3.14, -3.2, 8.71)	(-52.875, -13.0625, -21.875)	(0.002181661564992912, -0.002181661564992912, 0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.01, 0.02, -0.03)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.14, -3.2, 8.69)	(-52.5625, -12.375, -21.0625)	(0.0, -0.003272492347489368, 0.00545415391248228)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.02, -0.06)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.15, -3.22, 8.68)	(-52.25, -12.375, -21.0625)	(0.001090830782496456, -0.001090830782496456, -0.006544984694978736)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.0, -0.03)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.13, -3.21, 8.67)	(-52.25, -12.375, -21.0625)	(0.0, -0.004363323129985824, 0.009817477042468103)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.01, 0.0, -0.02)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.17, -3.21, 8.69)	(-53.25, -13.75, -20.375)	(0.003272492347489368, 0.002181661564992912, -0.003272492347489368)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.0, 0.01)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(29)	(-3.14, -3.21, 8.700000000000001)	(-53.25, -14.1875, -21.5)	(0.001090830782496456, -0.001090830782496456, 0.0)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.0, 0.0)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.15, -3.21, 8.68)	(-52.875, -13.75, -20.75)	(0.002181661564992912, 0.001090830782496456, -0.002181661564992912)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.02, 0.01, -0.02)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(29)	(-3.14, -3.2, 8.68)	(-52.5625, -13.0625, -21.0625)	(0.001090830782496456, -0.001090830782496456, 0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.01, 0.01, 0.0)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.15, -3.2, 8.68)	(-52.25, -13.0625, -21.0625)	(-0.003272492347489368, -0.002181661564992912, 0.00545415391248228)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.02, 0.0, 0.0)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.14, -3.22, 8.64)	(-52.875, -12.75, -21.0625)	(0.001090830782496456, -0.001090830782496456, -0.002181661564992912)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.0, -0.05)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.15, -3.21, 8.67)	(-53.6875, -12.75, -21.5)	(0.0, -0.001090830782496456, 0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.01, 0.0, -0.02)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.14, -3.21, 8.700000000000001)	(-52.875, -13.0625, -21.0625)	(0.0, 0.001090830782496456, -0.003272492347489368)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.0, -0.03)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.15, -3.22, 8.67)	(-52.875, -12.75, -21.5)	(0.002181661564992912, -0.001090830782496456, -0.002181661564992912)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.01, 0.0, -0.01)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.14, -3.2, 8.69)	(-52.5625, -12.75, -20.375)	(0.002181661564992912, 0.0, 0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.01, 0.0, -0.02)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.16, -3.2, 8.700000000000001)	(-52.5625, -12.75, -20.375)	(0.0, -0.001090830782496456, 0.0)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.02, -0.01, -0.02)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.17, -3.21, 8.700000000000001)	(-52.875, -12.75, -21.5)	(0.0, 0.0, -0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.0, -0.01)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(29)	(-3.15, -3.17, 8.65)	(-53.6875, -12.75, -21.0625)	(0.0, 0.0, -0.002181661564992912)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.01, 0.01, -0.02)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.12, -3.19, 8.700000000000001)	(-52.25, -13.75, -21.0625)	(0.002181661564992912, -0.001090830782496456, -0.00545415391248228)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.02, 0.01, -0.03)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(29)	(-3.14, -3.21, 8.67)	(-52.875, -12.75, -20.375)	(0.003272492347489368, -0.002181661564992912, -0.002181661564992912)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.02, 0.0, -0.01)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.15, -3.2, 8.67)	(-52.875, -13.0625, -21.0625)	(0.001090830782496456, 0.001090830782496456, -0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.02, 0.0, 0.0)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.15, -3.18, 8.66)	(-51.0625, -13.375, -20.75)	(0.0, 0.0, 0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.02, -0.01, 0.0)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(29)	(-3.14, -3.2, 8.66)	(-52.875, -13.0625, -21.5)	(-0.003272492347489368, -0.002181661564992912, 0.003272492347489368)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.0, -0.02)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.15, -3.2, 8.69)	(-53.0, -13.0625, -21.5)	(-0.001090830782496456, -0.001090830782496456, 0.003272492347489368)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.01, 0.0, -0.03)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(29)	(-3.14, -3.2, 8.69)	(-52.875, -12.75, -21.0625)	(-0.002181661564992912, -0.003272492347489368, 0.003272492347489368)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, -0.01, -0.02)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.15, -3.21, 8.67)	(-52.25, -13.0625, -20.375)	(0.002181661564992912, -0.001090830782496456, -0.00545415391248228)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.01, 0.0, 0.0)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.14, -3.18, 8.66)	(-51.5, -13.0625, -19.875)	(0.001090830782496456, -0.002181661564992912, -0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.01, 0.0, 0.0)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.14, -3.21, 8.68)	(-51.5, -13.0625, -19.875)	(-0.002181661564992912, 0.002181661564992912, 0.002181661564992912)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.0, 0.0)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.16, -3.23, 8.69)	(-52.875, -13.0625, -21.0625)	(-0.001090830782496456, -0.001090830782496456, 0.002181661564992912)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.01, 0.0)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.15, -3.2, 8.69)	(-53.25, -13.75, -21.0625)	(0.003272492347489368, 0.001090830782496456, -0.004363323129985824)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.01, 0.0, -0.02)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.14, -3.21, 8.68)	(-52.25, -13.0625, -21.875)	(0.003272492347489368, 0.002181661564992912, -0.004363323129985824)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.01, 0.0, -0.03)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.16, -3.2, 8.66)	(-53.25, -13.0625, -20.375)	(0.002181661564992912, 0.002181661564992912, -0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.01, -0.01, -0.03)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.16, -3.21, 8.68)	(-52.5625, -12.375, -20.75)	(0.001090830782496456, -0.002181661564992912, -0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.0, -0.03)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(29)	(-3.14, -3.21, 8.66)	(-52.5625, -13.0625, -21.0625)	(0.0, 0.0, 0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.0, -0.03)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.14, -3.18, 8.68)	(-52.25, -12.75, -20.75)	(-0.003272492347489368, -0.004363323129985824, 0.0)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.02, 0.01, -0.03)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.14, -3.22, 8.68)	(-52.875, -12.75, -21.0625)	(0.0, -0.003272492347489368, 0.002181661564992912)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.0, -0.01)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.14, -3.2, 8.67)	(-52.25, -13.0625, -20.75)	(0.001090830782496456, 0.0, 0.0)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.01, 0.0, -0.01)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.13, -3.2, 9.97)	(-52.875, -13.375, -21.0625)	(-0.001090830782496456, 0.0, -0.002181661564992912)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.02, 0.0, -0.02)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.13, -3.19, 8.68)	(-52.875, -13.375, -21.0625)	(0.001090830782496456, 0.0, 0.0)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.0, -0.01)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.15, -3.21, 8.69)	(-52.5625, -13.375, -20.375)	(-0.001090830782496456, -0.003272492347489368, 0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.0, 0.0)	(-3.15, -3.21, -318.98)	(2023-08-30 00:57:56.420844)
(-99)	(-3.14, -3.22, 8.700000000000001)	(-53.6875, -13.375, -19.5625)	(0.0, -0.001090830782496456, 0.001090830782496456)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.03, -0.01)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(29)	(-3.14, -3.21, 8.66)	(-52.5625, -13.375, -20.375)	(0.13962634015954636, 0.0, 0.001090830782496456)	(8.0, -18.75, 20.25)	(0.97943115234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(1.28, 0.0, 0.0)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(29)	(-3.14, -3.23, 8.69)	(-52.5625, -12.75, -22.25)	(-0.001090830782496456, 0.0, -0.002181661564992912)	(8.0, -18.75, 20.25)	(0.97943115234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.01, -0.02)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(-99)	(-3.14, -3.19, 8.69)	(-53.25, -12.75, -21.0625)	(0.003272492347489368, 0.0, -0.003272492347489368)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.0, -0.01)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
(29)	(-3.15, -3.22, 8.67)	(-52.875, -12.75, -21.875)	(0.001090830782496456, 0.001090830782496456, -0.003272492347489368)	(0.0, -18.75, 20.25)	(0.97161865234375, -0.16888427734375, 0.16571044921875, -6.103515625e-05)	(0.0, 0.0, -0.01)	(-3.15, -3.21, 8.700000000000001)	(2023-08-30 00:57:56.420844)
