Temp (c), Acc
(-98)	(0.0, 0.0, 0.0)	(46.1875, 17.0625, 37.875)	(-0.001090830782496456, 0.002181661564992912, 0.003272492347489368)	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 0.0)	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0)	(1696697385.038833)
(-98)	(0.03, -0.33, -9.88)	(46.1875, 17.0625, 37.875)	(0.001090830782496456, 0.002181661564992912, 0.002181661564992912)	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 0.0)	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0)	(1696697385.0689912)
(-98)	(0.05, -0.28, -9.83)	(46.1875, 17.0625, 37.875)	(0.0, 0.0, -0.002181661564992912)	(0.0, 0.0, 0.0)	(1.0, 0.0, 0.0, 0.0)	(0.05, -0.34, -19.66)	(0.0, 0.0, 9.8)	(1696697385.0966706)
(30)	(0.07, -0.28, -9.85)	(46.1875, 17.0625, 37.875)	(-0.003272492347489368, 0.002181661564992912, -0.003272492347489368)	(0.0, 0.0, 0.0)	(1.0, 0.0, 0.0, 0.0)	(0.02, -0.34, -19.67)	(0.0, 0.0, 9.8)	(1696697385.1222596)
(-98)	(0.02, -0.33, -9.84)	(46.1875, 18.0625, 39.375)	(-0.001090830782496456, 0.006544984694978736, 0.0)	(167.1875, 0.1875, 178.0625)	(0.01690673828125, -0.99359130859375, -0.11151123046875, 0.0)	(0.0, 0.05, -0.05)	(0.03, -0.32, -9.8)	(1696697385.149218)
(-98)	(0.03, -0.37, -9.84)	(46.1875, 18.0625, 39.375)	(0.001090830782496456, 0.001090830782496456, -0.001090830782496456)	(167.1875, 0.1875, 178.0625)	(0.01690673828125, -0.99359130859375, -0.11151123046875, 0.0)	(0.0, 0.0, -0.05)	(0.03, -0.32, -9.8)	(1696697385.1725793)
(-98)	(0.07, -0.31, -9.81)	(46.875, 17.375, 39.375)	(-0.001090830782496456, 0.004363323129985824, -0.001090830782496456)	(167.1875, 0.1875, 178.0625)	(0.01690673828125, -0.99359130859375, -0.11151123046875, 0.0)	(0.01, 0.01, -0.05)	(0.03, -0.32, -9.8)	(1696697385.1995056)
(-98)	(0.04, -0.3, -9.84)	(46.875, 17.375, 39.375)	(0.0, 0.003272492347489368, -0.001090830782496456)	(167.1875, 0.1875, 178.0625)	(0.01690673828125, -0.99359130859375, -0.11151123046875, 0.0)	(0.03, 0.05, -0.03)	(0.03, -0.32, -9.8)	(1696697385.2224667)
(-98)	(-0.01, -0.33, -9.84)	(45.0625, 17.375, 40.25)	(-0.001090830782496456, 0.001090830782496456, -0.003272492347489368)	(167.1875, 0.1875, 178.0625)	(0.01690673828125, -0.99359130859375, -0.11151123046875, 0.0)	(0.01, -0.02, -0.04)	(0.03, -0.32, -9.8)	(1696697385.2494576)
(-98)	(0.01, -0.32, -9.85)	(45.0625, 17.375, 40.25)	(-0.001090830782496456, 0.002181661564992912, -0.001090830782496456)	(167.1875, 0.1875, 178.0625)	(0.01690673828125, -0.99359130859375, -0.11151123046875, 0.0)	(0.0, 0.0, -0.04)	(0.03, -0.32, -9.8)	(1696697385.2726083)
(-98)	(0.0, -0.29, -9.84)	(46.5625, 17.75, 39.875)	(-0.002181661564992912, 0.003272492347489368, -0.001090830782496456)	(167.1875, 0.1875, 178.0625)	(0.01690673828125, -0.99359130859375, -0.11151123046875, 0.0)	(0.01, -0.04, -0.05)	(0.03, -0.32, -9.8)	(1696697385.2996855)
(-98)	(0.09, -0.3, -9.83)	(46.5625, 17.75, 39.875)	(0.0, 0.00545415391248228, 0.0)	(167.1875, 0.1875, 178.0625)	(0.01690673828125, -0.99359130859375, -0.11151123046875, 0.0)	(0.0, -0.02, -0.03)	(0.03, -0.32, -9.8)	(1696697385.3227844)
(-98)	(0.04, -0.27, -9.870000000000001)	(46.1875, 17.75, 40.5625)	(-0.001090830782496456, 0.003272492347489368, 0.0)	(167.1875, 0.1875, 178.0625)	(0.016845703125, -0.99359130859375, -0.11151123046875, 0.0)	(-0.01, -0.01, -0.05)	(0.03, -0.32, -9.8)	(1696697385.3500285)
(-98)	(0.05, -0.31, -9.88)	(46.1875, 17.75, 40.5625)	(-0.001090830782496456, 0.0, -0.003272492347489368)	(167.1875, 0.1875, 178.0625)	(0.016845703125, -0.99359130859375, -0.11151123046875, 0.0)	(0.0, 0.02, -0.03)	(0.03, -0.32, -9.8)	(1696697385.3737712)
(-98)	(0.05, -0.26, -9.84)	(45.75, 17.75, 40.25)	(-0.001090830782496456, 0.003272492347489368, 0.002181661564992912)	(167.1875, 0.1875, 178.0625)	(0.016845703125, -0.99359130859375, -0.11151123046875, 0.0)	(0.01, -0.01, -0.06)	(0.03, -0.32, -9.8)	(1696697385.400632)
(-98)	(0.06, -0.35000000000000003, -9.83)	(45.75, 17.75, 40.25)	(0.0, 0.004363323129985824, -0.003272492347489368)	(167.1875, 0.1875, 178.0625)	(0.016845703125, -0.99359130859375, -0.11151123046875, 0.0)	(-0.01, 0.0, -0.04)	(0.03, -0.32, -9.8)	(1696697385.4236796)
(-98)	(0.03, -0.35000000000000003, -9.83)	(45.0625, 17.375, 39.5)	(-0.001090830782496456, 0.002181661564992912, 0.001090830782496456)	(167.1875, 0.1875, 178.0625)	(0.016845703125, -0.99359130859375, -0.11151123046875, 0.0)	(-0.02, 0.07, -0.1)	(0.03, -0.32, -9.8)	(1696697385.450907)
(-98)	(0.03, -0.31, -9.870000000000001)	(45.0625, 17.375, 39.5)	(-0.001090830782496456, 0.003272492347489368, 0.0)	(167.1875, 0.1875, 178.0625)	(0.016845703125, -0.99359130859375, -0.11151123046875, 0.0)	(0.02, 0.06, -0.06)	(0.03, -0.32, -9.8)	(1696697385.4743023)
(30)	(0.06, -0.33, -9.83)	(45.75, 18.875, 39.875)	(-0.001090830782496456, 0.003272492347489368, -0.002181661564992912)	(167.1875, 0.1875, 178.0625)	(0.016845703125, -0.99359130859375, -0.11151123046875, 0.0)	(0.02, 0.04, -0.07)	(0.03, -0.32, -9.8)	(1696697385.5031068)
(-98)	(0.06, -0.26, -9.84)	(45.75, 18.875, 39.875)	(-0.002181661564992912, 0.001090830782496456, -0.001090830782496456)	(167.1875, 0.1875, 178.0625)	(0.016845703125, -0.99359130859375, -0.11151123046875, 0.0)	(0.0, 0.03, -0.04)	(0.03, -0.32, -9.8)	(1696697385.527539)
(30)	(0.04, -0.27, -9.85)	(46.875, 17.75, 41.0625)	(-0.002181661564992912, 0.007635815477475192, -0.002181661564992912)	(167.1875, 0.1875, 178.0625)	(0.016845703125, -0.99359130859375, -0.11151123046875, 0.0)	(-0.01, 0.0, -0.07)	(0.03, -0.32, -9.8)	(1696697385.554136)
(-98)	(0.06, -0.33, -9.83)	(46.875, 17.75, 41.0625)	(-0.001090830782496456, 0.003272492347489368, 0.0)	(167.1875, 0.1875, 178.0625)	(0.016845703125, -0.99359130859375, -0.11151123046875, 0.0)	(0.0, -0.02, -0.03)	(0.03, -0.32, -9.8)	(1696697385.5794222)
(-98)	(0.0, -0.25, -9.870000000000001)	(46.1875, 18.0625, 39.5)	(-0.002181661564992912, 0.007635815477475192, 0.0)	(167.1875, 0.1875, 178.0625)	(0.016845703125, -0.99359130859375, -0.11151123046875, 0.0)	(-0.02, 0.0, -0.05)	(0.03, -0.32, -9.8)	(1696697385.6051724)
(-98)	(0.06, -0.28, -9.86)	(46.1875, 18.0625, 39.5)	(-0.002181661564992912, 0.004363323129985824, 0.001090830782496456)	(167.1875, 0.1875, 178.0625)	(0.016845703125, -0.99359130859375, -0.11151123046875, 0.0)	(0.02, -0.01, -0.05)	(0.03, -0.32, -9.8)	(1696697385.6306736)
(-98)	(0.05, -0.3, -9.86)	(45.0625, 18.5, 40.25)	(-0.002181661564992912, 0.004363323129985824, -0.001090830782496456)	(167.1875, 0.1875, 178.0625)	(0.016845703125, -0.99365234375, -0.11151123046875, 0.0)	(0.01, 0.09, -0.06)	(0.03, -0.32, -9.8)	(1696697385.6549478)
(-98)	(0.02, -0.38, -9.84)	(45.0625, 18.5, 40.25)	(0.0, -0.001090830782496456, -0.001090830782496456)	(167.1875, 0.1875, 178.0625)	(0.016845703125, -0.99365234375, -0.11151123046875, 0.0)	(-0.01, 0.04, -0.03)	(0.03, -0.32, -9.8)	(1696697385.6800258)
