Temp (c), Acc
(-101)	(-2.98, -3.5, 8.51)	(-48.5625, -5.5, -15.875)	(-0.001090830782496456, 0.01090830782496456, -0.002181661564992912)	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 0.0)	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0)	(1693384228.6909673)
(-101)	(-3.0300000000000002, -3.5300000000000002, 8.540000000000001)	(-48.5625, -5.5, -15.875)	(0.001090830782496456, 0.001090830782496456, 0.0)	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0, 0.0)	(0.0, 0.0, 0.0)	(0.0, 0.0, 0.0)	(1693384228.7206483)
(-101)	(-2.97, -3.47, 8.53)	(-48.5625, -5.5, -15.875)	(-0.022907446432425576, 0.016362461737446838, 0.007635815477475192)	(0.0, 0.0, 0.0)	(1.0, -0.000244140625, 0.0003662109375, -6.103515625e-05)	(-2.95, -3.48, -1.29)	(0.0, 0.0, 9.8)	(1693384228.7470002)
(27)	(-2.95, -3.46, 8.52)	(-48.5625, -5.5, -15.875)	(0.001090830782496456, 0.001090830782496456, -0.008726646259971648)	(0.0, 0.0, 0.0)	(1.0, -0.000244140625, 0.0003662109375, -6.103515625e-05)	(-2.96, -3.48, -1.3)	(0.0, 0.0, 9.8)	(1693384228.7730258)
(-101)	(-2.98, -3.52, 8.52)	(-47.5, -5.75, -14.0)	(0.004363323129985824, -0.003272492347489368, -0.011999138607461015)	(0.0, -17.875, 22.3125)	(0.9696044921875, -0.1864013671875, 0.158447265625, -0.00018310546875)	(-0.02, 0.02, -0.06)	(-3.0100000000000002, -3.54, 8.63)	(1693384228.8007898)
(-101)	(-3.04, -3.5100000000000002, 8.59)	(-47.5, -5.75, -14.0)	(-0.00545415391248228, -0.007635815477475192, -0.004363323129985824)	(0.0, -17.875, 22.3125)	(0.9696044921875, -0.18646240234375, 0.158447265625, -0.00018310546875)	(0.03, 0.05, -0.08)	(-3.0100000000000002, -3.54, 8.63)	(1693384228.8254862)
(27)	(-2.96, -3.48, 8.49)	(-48.5625, -5.0625, -15.875)	(-0.011999138607461015, -0.003272492347489368, 0.003272492347489368)	(0.0, -17.875, 22.3125)	(0.9696044921875, -0.18658447265625, 0.158447265625, -0.00018310546875)	(0.03, 0.06, -0.11)	(-3.0100000000000002, -3.54, 8.63)	(1693384228.854051)
(-101)	(-2.98, -3.48, 8.51)	(-48.5625, -5.0625, -15.875)	(0.013089969389957472, -0.008726646259971648, -0.00545415391248228)	(0.0, -17.875, 22.3125)	(0.9696044921875, -0.1865234375, 0.158447265625, -0.00018310546875)	(0.0, 0.05, -0.1)	(-3.0100000000000002, -3.54, 8.63)	(1693384228.881858)
(-101)	(-3.02, -3.5100000000000002, 8.540000000000001)	(-48.5625, -5.75, -14.0)	(0.011999138607461015, -0.004363323129985824, -0.007635815477475192)	(0.0, -17.875, 22.3125)	(0.9696044921875, -0.1864013671875, 0.158447265625, -0.00018310546875)	(0.0, 0.03, -0.07)	(-3.0100000000000002, -3.54, 8.63)	(1693384228.909306)
(27)	(-3.0100000000000002, -3.5, 8.52)	(-47.75, -5.75, -13.5625)	(-0.008726646259971648, 0.007635815477475192, 0.003272492347489368)	(0.0, -17.875, 22.3125)	(0.9696044921875, -0.1864013671875, 0.158447265625, -0.00018310546875)	(0.01, 0.05, -0.11)	(-3.0100000000000002, -3.54, 8.63)	(1693384228.937098)
(27)	(-2.98, -3.48, 8.47)	(-47.75, -5.75, -13.5625)	(-0.002181661564992912, 0.008726646259971648, 0.001090830782496456)	(0.0, -17.875, 22.3125)	(0.9696044921875, -0.1864013671875, 0.158447265625, -0.00018310546875)	(0.03, 0.05, -0.08)	(-3.0100000000000002, -3.54, 8.63)	(1693384228.9653914)
(27)	(-3.0, -3.5, 8.52)	(-48.1875, -5.0625, -15.875)	(0.009817477042468103, 0.00545415391248228, 0.0)	(0.0, -17.875, 22.3125)	(0.9696044921875, -0.1864013671875, 0.1585693359375, -0.000244140625)	(0.0, 0.05, -0.09)	(-3.0100000000000002, -3.54, 8.63)	(1693384228.9942067)
(-101)	(-3.0, -3.5, 8.56)	(-48.1875, -5.0625, -15.875)	(-0.003272492347489368, 0.009817477042468103, 0.00545415391248228)	(0.0, -17.875, 22.3125)	(0.9696044921875, -0.1864013671875, 0.1585693359375, -0.000244140625)	(0.01, 0.03, -0.07)	(-3.0100000000000002, -3.54, 8.63)	(1693384229.0214946)
(-101)	(-2.97, -3.48, 8.51)	(-47.5, -5.5, -14.0)	(-0.008726646259971648, 0.013089969389957472, 0.003272492347489368)	(0.0, -17.875, 22.3125)	(0.96954345703125, -0.1864013671875, 0.15869140625, -0.000244140625)	(0.03, 0.05, -0.12)	(-3.0100000000000002, -3.54, 8.63)	(1693384229.0454917)
(-101)	(-2.97, -3.49, 8.51)	(-47.5, -5.5, -14.0)	(0.004363323129985824, 0.006544984694978736, -0.001090830782496456)	(0.0, -17.875, 22.3125)	(0.96954345703125, -0.1864013671875, 0.15875244140625, -0.000244140625)	(0.01, 0.06, -0.09)	(-3.0100000000000002, -3.54, 8.63)	(1693384229.07071)
(-101)	(-3.0100000000000002, -3.5300000000000002, 8.59)	(-48.5625, -5.5, -14.0)	(0.00545415391248228, 0.006544984694978736, -0.004363323129985824)	(0.0, -17.875, 22.3125)	(0.96954345703125, -0.1864013671875, 0.15875244140625, -0.000244140625)	(0.02, 0.04, -0.12)	(-3.0100000000000002, -3.54, 8.63)	(1693384229.095732)
(-101)	(-2.97, -3.49, 8.53)	(-48.5625, -5.5, -14.0)	(-0.00545415391248228, 0.00545415391248228, 0.006544984694978736)	(0.0, -17.875, 22.3125)	(0.96954345703125, -0.1864013671875, 0.15875244140625, -0.000244140625)	(0.04, 0.06, -0.1)	(-3.0100000000000002, -3.54, 8.63)	(1693384229.1216216)
(-101)	(-2.95, -3.48, 8.540000000000001)	(-48.5625, -5.75, -14.375)	(0.003272492347489368, 0.00545415391248228, -0.004363323129985824)	(0.0, -17.875, 22.3125)	(0.96954345703125, -0.1864013671875, 0.15875244140625, -0.000244140625)	(0.02, 0.04, -0.12)	(-3.0100000000000002, -3.54, 8.63)	(1693384229.145994)
(-101)	(-2.96, -3.5100000000000002, 8.5)	(-48.5625, -5.75, -14.375)	(0.006544984694978736, -0.006544984694978736, -0.006544984694978736)	(0.0, -17.875, 22.3125)	(0.96954345703125, -0.1864013671875, 0.15875244140625, -0.000244140625)	(0.02, 0.03, -0.09)	(-3.0100000000000002, -3.54, 8.63)	(1693384229.1714668)
(-101)	(-3.04, -3.5100000000000002, 8.53)	(-48.5625, -5.0625, -14.375)	(-0.003272492347489368, -0.004363323129985824, -0.004363323129985824)	(0.0, -17.875, 22.3125)	(0.96954345703125, -0.1864013671875, 0.15875244140625, -0.000244140625)	(0.0, 0.04, -0.09)	(-3.0100000000000002, -3.54, 8.63)	(1693384229.1964061)
(27)	(-3.0100000000000002, -3.47, 8.52)	(-48.5625, -5.0625, -14.375)	(-0.006544984694978736, 0.00545415391248228, 0.0)	(0.0, -17.875, 22.3125)	(0.96954345703125, -0.1864013671875, 0.15875244140625, -0.000244140625)	(0.03, 0.04, -0.13)	(-3.0100000000000002, -3.54, 8.63)	(1693384229.2243617)
(-101)	(-2.95, -3.49, 8.48)	(-48.875, -6.1875, -14.0)	(-0.003272492347489368, 0.002181661564992912, -0.001090830782496456)	(0.0, -17.875, 22.3125)	(0.96954345703125, -0.1864013671875, 0.15875244140625, -0.000244140625)	(0.02, 0.03, -0.11)	(-3.0100000000000002, -3.54, 8.63)	(1693384229.2511106)
(-101)	(-3.0100000000000002, -3.5100000000000002, 8.52)	(-48.875, -6.1875, -14.0)	(0.00545415391248228, 0.002181661564992912, -0.00545415391248228)	(0.0, -17.875, 22.3125)	(0.96954345703125, -0.1864013671875, 0.15875244140625, -0.000244140625)	(0.0, 0.03, -0.06)	(-3.0100000000000002, -3.54, 8.63)	(1693384229.2767358)
(27)	(-2.99, -3.5100000000000002, 8.53)	(-47.75, -5.5, -14.375)	(-0.009817477042468103, 0.006544984694978736, -0.003272492347489368)	(0.0, -17.875, 22.3125)	(0.96954345703125, -0.1864013671875, 0.15875244140625, -0.00030517578125)	(0.0, 0.05, -0.09)	(-3.0100000000000002, -3.54, 8.63)	(1693384229.305704)
(-101)	(-3.0, -3.49, 8.51)	(-47.75, -5.5, -14.375)	(-0.013089969389957472, 0.004363323129985824, 0.006544984694978736)	(0.0, -17.875, 22.3125)	(0.96954345703125, -0.1865234375, 0.15875244140625, -0.00030517578125)	(0.03, 0.05, -0.12)	(-3.0100000000000002, -3.54, 8.63)	(1693384229.3331068)
(-101)	(-2.96, -3.48, 8.51)	(-48.1875, -5.0625, -14.375)	(0.002181661564992912, 0.009817477042468103, -0.00545415391248228)	(0.0, -17.875, 22.3125)	(0.96954345703125, -0.1865234375, 0.1588134765625, -0.00030517578125)	(0.01, 0.04, -0.06)	(-3.0100000000000002, -3.54, 8.620000000000001)	(1693384229.3596785)
(-101)	(-3.0, -3.5, 8.56)	(-47.5, -5.75, -13.5625)	(-0.001090830782496456, 0.007635815477475192, -0.004363323129985824)	(0.0, -17.875, 22.3125)	(0.96954345703125, -0.1865234375, 0.1588134765625, -0.00030517578125)	(0.01, 0.04, -0.08)	(-3.0100000000000002, -3.54, 8.620000000000001)	(1693384229.38926)
(27)	(-2.98, -3.47, 8.53)	(-47.5, -5.75, -13.5625)	(-0.006544984694978736, 0.00545415391248228, 0.002181661564992912)	(0.0, -17.875, 22.3125)	(0.96954345703125, -0.1865234375, 0.15887451171875, -0.00030517578125)	(0.02, 0.03, -0.08)	(-3.0100000000000002, -3.54, 8.620000000000001)	(1693384229.41859)
(27)	(-2.96, -3.47, 8.52)	(-48.5625, -5.0625, -14.375)	(0.0, 0.009817477042468103, -0.007635815477475192)	(0.0, -17.9375, 22.3125)	(0.969482421875, -0.1865234375, 0.158935546875, -0.00030517578125)	(0.07, 0.05, -0.13)	(-3.02, -3.54, 8.620000000000001)	(1693384229.4460068)
