False	15	199.0	0.0	1700355530.6693213
False	0	240.984375	0.0	1700355530.6717007
False	0	242.15625	0.0	1700355530.6722393
False	0	243.34375	0.0	1700355530.6727903
False	0	244.515625	0.0	1700355530.6737514
False	0	245.703125	0.0	1700355530.6741986
False	0	246.890625	0.0	1700355530.6746302
False	0	248.078125	0.0	1700355530.675285
False	15	249.265625	0.0	1700355530.6756628
False	15	250.453125	0.0	1700355530.6760318
False	15	244.5625	0.0	1700355530.6763937
False	15	245.671875	0.0	1700355530.676897
False	15	246.859375	1696.75	1700355530.6778483
False	15	248.0	1704.75	1700355530.6783106
False	15	249.1875	1703.75	1700355530.6794753
False	8	257.546875	0.0	1700355530.6798592
False	15	258.703125	0.0	1700355530.6808279
False	15	252.578125	0.0	1700355530.6815226
False	15	253.796875	1995.5	1700355530.6819096
False	15	254.984375	1981.75	1700355530.682284
False	15	256.171875	1942.25	1700355530.6826344
False	15	257.296875	0.0	1700355530.6830509
False	15	258.515625	2116.25	1700355530.6844132
False	9	259.609375	0.0	1700355530.684846
False	15	260.6875	0.0	1700355530.6854737
False	15	261.859375	2630.5	1700355530.6863577
False	15	263.046875	2640.25	1700355530.687051
False	15	264.3125	0.0	1700355530.6879199
False	15	265.40625	0.0	1700355530.6886969
False	15	266.625	2641.75	1700355530.6977053
False	15	267.78125	2628.5	1700355530.6986394
False	15	269.0	2617.5	1700355530.699741
False	15	270.171875	2605.0	1700355530.7001915
False	15	271.359375	2588.75	1700355530.700586
False	15	272.546875	2572.75	1700355530.7014568
False	15	273.734375	2565.25	1700355530.7031484
False	15	274.84375	2554.25	1700355530.7042596
False	15	276.046875	2540.5	1700355530.707264
False	15	277.21875	2534.0	1700355530.7077496
False	15	278.40625	2535.0	1700355530.7081413
False	15	279.546875	2533.75	1700355530.7085152
False	15	280.765625	2528.75	1700355530.7096202
False	15	281.9375	2524.25	1700355530.7101383
False	15	283.09375	2521.75	1700355530.7105193
False	15	284.296875	2497.75	1700355530.710994
False	15	285.46875	2493.75	1700355530.7113793
False	15	286.640625	2512.5	1700355530.7117524
False	15	287.8125	2516.0	1700355530.7121134
False	15	289.015625	2520.5	1700355530.7124813
False	15	290.171875	2526.25	1700355530.7133942
False	15	291.34375	2531.5	1700355530.7144048
False	15	292.546875	2510.75	1700355530.7165372
False	15	293.75	0.0	1700355530.7177715
False	15	294.96875	2375.75	1700355530.7182536
False	15	296.0625	0.0	1700355530.718893
False	15	297.234375	2573.25	1700355530.7198212
False	15	298.40625	2580.5	1700355530.7202141
