False	15	13.4375	0.0	1700356611.476169
False	0	277.78125	0.0	1700356611.4769638
False	0	278.984375	0.0	1700356611.477539
False	15	272.765625	0.0	1700356611.4779484
False	15	273.984375	2562.75	1700356611.4784997
False	15	275.0625	2550.75	1700356611.4810975
False	15	276.25	2528.5	1700356611.4816508
False	15	277.453125	2520.75	1700356611.4822314
False	15	278.640625	2522.25	1700356611.4828887
False	15	279.84375	2515.75	1700356611.4834745
False	15	281.046875	2497.5	1700356611.483974
False	15	282.203125	2498.75	1700356611.4844906
False	15	283.421875	2515.25	1700356611.4864028
False	15	284.625	2516.75	1700356611.4872599
False	15	285.8125	2519.0	1700356611.4896047
False	15	287.015625	2515.75	1700356611.5003853
False	15	288.1875	2518.0	1700356611.5010307
False	15	289.390625	2525.5	1700356611.502517
False	15	290.5625	2528.0	1700356611.5043893
False	15	291.78125	2529.5	1700356611.505031
False	15	292.984375	2505.5	1700356611.5055125
False	15	294.203125	0.0	1700356611.505946
False	15	295.40625	2418.5	1700356611.5063844
False	15	296.546875	0.0	1700356611.5069325
False	15	297.765625	2575.0	1700356611.5081086
False	15	299.015625	2575.0	1700356611.508594
False	15	300.21875	2595.75	1700356611.50904
False	15	301.46875	0.0	1700356611.5094433
False	15	302.65625	2476.0	1700356611.5098681
False	15	303.859375	2504.75	1700356611.514007
False	15	304.984375	0.0	1700356611.5145543
False	15	306.21875	0.0	1700356611.5156062
False	15	307.390625	2674.25	1700356611.516003
False	15	308.609375	2697.5	1700356611.5164192
False	15	309.8125	2722.75	1700356611.5169168
False	15	311.0	2748.5	1700356611.5174017
False	15	312.1875	2769.75	1700356611.5178597
False	15	313.359375	0.0	1700356611.5182772
False	15	314.53125	2901.5	1700356611.518898
False	15	315.75	2912.5	1700356611.5199313
False	15	316.9375	2947.25	1700356611.5203617
False	15	318.15625	2975.5	1700356611.522529
False	15	319.3125	3002.75	1700356611.5231268
False	15	320.515625	3063.25	1700356611.5240993
False	15	321.6875	3118.25	1700356611.5245657
False	15	322.890625	3155.0	1700356611.52497
False	15	324.09375	3209.25	1700356611.5255325
False	15	325.28125	3270.75	1700356611.526866
False	14	326.46875	3296.5	1700356611.527418
False	15	327.671875	3317.25	1700356611.527855
False	15	328.90625	0.0	1700356611.528314
False	15	330.109375	3192.0	1700356611.5295627
False	15	331.28125	3178.5	1700356611.530104
False	15	332.515625	3149.75	1700356611.53444
False	15	333.6875	3115.5	1700356611.5352871
False	15	334.890625	3126.75	1700356611.535817
False	15	336.078125	0.0	1700356611.5370362
False	15	337.28125	0.0	1700356611.5376225
False	0	346.015625	0.0	1700356611.5390751
False	15	339.71875	0.0	1700356611.5396135
False	15	340.90625	2937.25	1700356611.5401914
False	15	342.09375	2945.75	1700356611.540606
False	15	344.0625	0.0	1700356611.5409868
False	15	345.234375	0.0	1700356611.5421872
False	15	346.453125	1220.0	1700356611.5449173
False	0	354.34375	0.0	1700356611.5454745
False	15	348.84375	0.0	1700356611.5458617
False	15	350.0625	1091.5	1700356611.5462596
False	15	351.21875	0.0	1700356611.546869
True	15	352.390625	0.0	1700356611.5481002
False	15	353.5625	0.0	1700356611.5486307
False	15	354.734375	1219.75	1700356611.5491376
False	15	355.859375	0.0	1700356611.549631
False	15	357.0	1293.75	1700356611.5505888
False	11	357.765625	0.0	1700356611.5538378
False	15	358.921875	0.0	1700356611.5542824
False	15	0.140625	2293.75	1700356611.5546613
False	15	1.296875	2309.75	1700356611.5555947
False	15	2.53125	2302.5	1700356611.5574129
False	15	3.71875	2294.75	1700356611.5581603
False	15	4.890625	2288.0	1700356611.5597076
False	15	6.125	2280.5	1700356611.560505
False	15	7.328125	2274.25	1700356611.5618064
False	15	8.53125	2266.25	1700356611.5654833
False	15	9.703125	2259.25	1700356611.5659277
False	15	10.875	2254.5	1700356611.566478
False	15	12.03125	2250.25	1700356611.5675254
False	15	13.265625	2260.25	1700356611.5682466
False	15	14.421875	2273.0	1700356611.5689971
False	15	15.640625	2274.25	1700356611.5698285
